job_description,resume_name,resume_text,relevant
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_27,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Backend Developer_HARD_NEGATIVE_27,Python FastAPI Docker SQL Git,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_27,Marketing Customer Service Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_28,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_28,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_28,Photography Marketing Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_29,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_29,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_29,Accounting Marketing Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_30,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_30,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_30,Accounting Sales Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_31,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_31,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_31,Finance Marketing Teaching,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_32,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_32,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_32,Sales Customer Service Finance,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_33,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_33,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_33,Marketing Finance Accounting,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_34,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,AI Engineer_HARD_NEGATIVE_34,Python Machine Learning Deep Learning PyTorch Transformers NLP,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_34,Customer Service Sales Photography,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_35,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_35,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_35,Teaching Photography Sales,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_36,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_36,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_36,Finance Marketing Accounting,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_37,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Machine Learning Engineer_HARD_NEGATIVE_37,Python TensorFlow Machine Learning MLOps Docker,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_37,Teaching Marketing Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_38,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_38,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_38,Sales Photography Customer Service,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Analyst_GOOD_39,Excel Power BI SQL Python Pandas,1
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,Data Scientist_HARD_NEGATIVE_39,Python Pandas NumPy Statistics Machine Learning SQL,0
Looking for a Data Analyst with experience in Excel Power BI SQL Python Pandas,SOFT_NEGATIVE_39,Finance Customer Service Sales,0
